chembl_id,name,smiles,max_phase,formula,chembl_mw
CHEMBL22077,HYCANTHONE,CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12,2.0,C20H24N2O2S,356.49
CHEMBL277474,ANTIPYRINE,Cc1cc(=O)n(-c2ccccc2)n1C,3.0,C11H12N2O,188.23
CHEMBL627,AMITRIPTYLINOXIDE,C[N+](C)([O-])CCC=C1c2ccccc2CCc2ccccc21,3.0,C20H23NO,293.41
CHEMBL281398,TERBOGREL,CC(C)(C)N/C(=N\C#N)Nc1cccc(/C(=C\CCCC(=O)O)c2cccnc2)c1,2.0,C23H27N5O2,405.50
CHEMBL279676,TENOCYCLIDINE,c1csc(C2(N3CCCCC3)CCCCC2)c1,2.0,C15H23NS,249.42
CHEMBL22097,LORMETAZEPAM,CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,4.0,C16H12Cl2N2O2,335.19
CHEMBL628,PENTOXIFYLLINE,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,4.0,C13H18N4O3,278.31
CHEMBL629,AMITRIPTYLINE,CN(C)CCC=C1c2ccccc2CCc2ccccc21,4.0,C20H23N,277.41
CHEMBL21869,DIBROMSALAN,O=C(Nc1ccc(Br)cc1)c1cc(Br)ccc1O,4.0,C13H9Br2NO2,371.03
CHEMBL24944,TRIBROMSALAN,O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O,4.0,C13H8Br3NO2,449.92
CHEMBL128,SUMATRIPTAN,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,4.0,C14H21N3O2S,295.41
CHEMBL631,PROPAFENONE,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,4.0,C21H27NO3,341.45
CHEMBL632,BETAMETHASONE,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,4.0,C22H29FO5,392.47
CHEMBL633,AMIODARONE,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,4.0,C25H29I2NO3,645.32
CHEMBL634,ALFENTANIL,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,4.0,C21H32N6O3,416.53
CHEMBL277689,SAMIXOGREL,O=C(O)CCC/C=C(\c1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1)c1cccnc1,2.0,C25H25ClN2O4S,485.01
CHEMBL430916,DEXPEMEDOLAC,CC[C@@]1(CC(=O)O)OC[C@H](Cc2ccccc2)c2c1[nH]c1ccccc21,2.0,C22H23NO3,349.43
CHEMBL635,PREDNISONE,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,4.0,C21H26O5,358.43
CHEMBL636,RIVASTIGMINE,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,4.0,C14H22N2O2,250.34
CHEMBL418192,TOLAMOLOL,Cc1ccccc1OCC(O)CNCCOc1ccc(C(N)=O)cc1,2.0,C19H24N2O4,344.41
CHEMBL637,VENLAFAXINE,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,4.0,C17H27NO2,277.41
CHEMBL129,ZIDOVUDINE,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,4.0,C10H13N5O4,267.24
CHEMBL638,VORICONAZOLE,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,4.0,C16H14F3N5O,349.32
CHEMBL639,AZELASTINE,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,4.0,C22H24ClN3O,381.91
CHEMBL130,CHLORAMPHENICOL,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,4.0,C11H12Cl2N2O5,323.13
CHEMBL640,PROCAINAMIDE,CCN(CC)CCNC(=O)c1ccc(N)cc1,4.0,C13H21N3O,235.33
CHEMBL641,ATOMOXETINE,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,4.0,C17H21NO,255.36
CHEMBL642,ACEBUTOLOL,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,4.0,C18H28N2O4,336.43
CHEMBL643,PROMETHAZINE,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,4.0,C17H20N2S,284.43
CHEMBL131,PREDNISOLONE,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,4.0,C21H28O5,360.45
CHEMBL644,TRIMIPRAMINE,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,4.0,C20H26N2,294.44
CHEMBL645,BISOPROLOL,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,4.0,C18H31NO4,325.45
CHEMBL646,TRIAZOLAM,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,4.0,C17H12Cl2N4,343.22
CHEMBL280728,RIDOGREL,O=C(O)CCCCO/N=C(/c1cccnc1)c1cccc(C(F)(F)F)c1,2.0,C18H17F3N2O3,366.34
CHEMBL283552,FLUOROSALAN,O=C(Nc1cccc(C(F)(F)F)c1)c1cc(Br)cc(Br)c1O,2.0,C14H8Br2F3NO2,439.02
CHEMBL647,APRACLONIDINE,Nc1cc(Cl)c(N=C2NCCN2)c(Cl)c1,4.0,C9H10Cl2N4,245.11
CHEMBL281786,DIPRENORPHINE,CO[C@]12CC[C@@]3(C[C@@H]1C(C)(C)O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,2.0,C26H35NO4,425.57
CHEMBL22150,CHLORCYCLIZINE,CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,2.0,C18H21ClN2,300.83
CHEMBL648,CYCLIZINE,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,4.0,C18H22N2,266.39
CHEMBL434394,NEBIVOLOL,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,4.0,C22H25F2NO4,405.44
CHEMBL650,METHYLPREDNISOLONE,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,4.0,C22H30O5,374.48
CHEMBL651,METHADONE,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,4.0,C21H27NO,309.45
CHEMBL652,FLECAINIDE,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,4.0,C17H20F6N2O3,414.35
CHEMBL134,CLONIDINE,Clc1cccc(Cl)c1NC1=NCCN1,4.0,C9H9Cl2N3,230.10
CHEMBL654,MIRTAZAPINE,CN1CCN2c3ncccc3Cc3ccccc3C2C1,4.0,C17H19N3,265.36
CHEMBL655,MIDAZOLAM,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,4.0,C18H13ClFN3,325.77
CHEMBL22242,REMOXIPRIDE,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,4.0,C16H23BrN2O3,371.28
CHEMBL656,OXYCODONE,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,4.0,C18H21NO4,315.37
CHEMBL135,ESTRADIOL,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,4.0,C18H24O2,272.39
CHEMBL657,DIPHENHYDRAMINE,CN(C)CCOC(c1ccccc1)c1ccccc1,4.0,C17H21NO,255.36
CHEMBL658,SUFENTANIL,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,4.0,C22H30N2O2S,386.56
CHEMBL659,GALANTAMINE,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,4.0,C17H21NO3,287.36
CHEMBL660,AMANTADINE,NC12CC3CC(CC(C3)C1)C2,4.0,C10H17N,151.25
CHEMBL661,ALPRAZOLAM,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,4.0,C17H13ClN4,308.77
CHEMBL21731,MAPROTILINE,CNCCCC12CCC(c3ccccc31)c1ccccc12,4.0,C20H23N,277.41
CHEMBL666,FOSCARNET,O=C(O)P(=O)(O)O,4.0,CH3O5P,126.00
CHEMBL667,ACETYLCHOLINE,CC(=O)OCC[N+](C)(C)C,4.0,C7H16NO2+,146.21
CHEMBL137,METRONIDAZOLE,Cc1ncc([N+](=O)[O-])n1CCO,4.0,C6H9N3O3,171.16
CHEMBL668,PROTRIPTYLINE,CNCCCC1c2ccccc2C=Cc2ccccc21,4.0,C19H21N,263.38
CHEMBL22498,PHENIPRAZINE,CC(Cc1ccccc1)NN,2.0,C9H14N2,150.22
CHEMBL669,CYCLOBENZAPRINE,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,4.0,C20H21N,275.40
CHEMBL25336,BISANTRENE,C(=N/NC1=NCCN1)\c1c2ccccc2c(/C=N/NC2=NCCN2)c2ccccc12,3.0,C22H22N8,398.47
CHEMBL671,THIOTEPA,S=P(N1CC1)(N1CC1)N1CC1,4.0,C6H12N3PS,189.22
CHEMBL672,FENOFIBRATE,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,4.0,C20H21ClO4,360.84
CHEMBL24938,LORGLUMIDE,CCCCCN(CCCCC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,2.0,C22H32Cl2N2O4,459.41
CHEMBL673,PARGYLINE,C#CCN(C)Cc1ccccc1,4.0,C11H13N,159.23
CHEMBL23013,PROPAMIDINE,N=C(N)c1ccc(OCCCOc2ccc(C(=N)N)cc2)cc1,3.0,C17H20N4O2,312.37
CHEMBL22916,AMELTOLIDE,Cc1cccc(C)c1NC(=O)c1ccc(N)cc1,2.0,C15H16N2O,240.31
CHEMBL278764,SURITOZOLE,Cn1nc(-c2cccc(F)c2)n(C)c1=S,2.0,C10H10FN3S,223.28
CHEMBL25105,HEXAMIDINE,N=C(N)c1ccc(OCCCCCCOc2ccc(C(=N)N)cc2)cc1,4.0,C20H26N4O2,354.45
CHEMBL675,ALENDRONATE SODIUM,NCCCC(O)(P(=O)([O-])O)P(=O)(O)O.[Na+],4.0,C4H12NNaO7P2,271.08
CHEMBL22207,RACEMETHORPHAN,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,2.0,C18H25NO,271.40
CHEMBL677,LEVONORDEFRIN,C[C@H](N)[C@H](O)c1ccc(O)c(O)c1,4.0,C9H13NO3,183.21
CHEMBL416557,DIOXIFEDRINE,CNC(C)C(O)c1ccc(O)c(O)c1,2.0,C10H15NO3,197.23
CHEMBL679,EPINEPHRINE,CNC[C@H](O)c1ccc(O)c(O)c1,4.0,C9H13NO3,183.21
CHEMBL680,CEFACLOR ANHYDROUS,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,4.0,C15H14ClN3O4S,367.81
CHEMBL23811,QUAZOLAST,COC(=O)c1nc2cc(Cl)c3cccnc3c2o1,2.0,C12H7ClN2O3,262.65
CHEMBL265502,SURAMIN,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c45)ccc3C)c2)c1,3.0,C51H40N6O23S6,1297.30
CHEMBL681,ETOMIDATE,CCOC(=O)c1cncn1[C@H](C)c1ccccc1,4.0,C14H16N2O2,244.29
CHEMBL682,AMODIAQUINE,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,4.0,C20H22ClN3O,355.87
CHEMBL23771,TIXANOX,C[S+]([O-])c1ccc2oc3ccc(C(=O)O)cc3c(=O)c2c1,2.0,C15H10O5S,302.31
CHEMBL683,CLOFIBRIC ACID,CC(C)(Oc1ccc(Cl)cc1)C(=O)O,2.0,C10H11ClO3,214.65
CHEMBL684,DIETHYLCARBAMAZINE,CCN(CC)C(=O)N1CCN(C)CC1,4.0,C10H21N3O,199.30
CHEMBL280378,EPIROPRIM,CCOc1cc(Cc2cnc(N)nc2N)cc(OCC)c1-n1cccc1,2.0,C19H23N5O2,353.43
CHEMBL685,MEBENDAZOLE,COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,4.0,C16H13N3O3,295.30
CHEMBL23330,TRETAZICAR,NC(=O)c1cc(N2CC2)c([N+](=O)[O-])cc1[N+](=O)[O-],2.0,C9H8N4O5,252.19
CHEMBL23588,FLUFENAMIC ACID,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,2.0,C14H10F3NO2,281.23
CHEMBL139,DICLOFENAC,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,4.0,C14H11Cl2NO2,296.15
CHEMBL279924,ETICYCLIDINE,CCNC1(c2ccccc2)CCCCC1,2.0,C14H21N,203.33
CHEMBL279433,L-778123 FREE BASE,N#Cc1ccc(Cn2cncc2CN2CCN(c3cccc(Cl)c3)C(=O)C2)cc1,1.0,C22H20ClN5O,405.89
CHEMBL686,MEFENAMIC ACID,Cc1cccc(Nc2ccccc2C(=O)O)c1C,4.0,C15H15NO2,241.29
CHEMBL688,FENTANYL CITRATE,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O,4.0,C28H36N2O8,528.60
CHEMBL278398,PHENINDAMINE,CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12,2.0,C19H19N,261.37
CHEMBL23115,CLOFENAMIC ACID,O=C(O)c1ccccc1Nc1cccc(Cl)c1Cl,2.0,C13H9Cl2NO2,282.13
CHEMBL23832,FENAMIC ACID,O=C(O)c1ccccc1Nc1ccccc1,1.0,C13H11NO2,213.24
CHEMBL22542,IMITRODAST,O=C(O)C1=Cc2sc(Cn3ccnc3)cc2CC1,2.0,C13H12N2O2S,260.32
CHEMBL689,MANNITOL,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,4.0,C6H14O6,182.17
CHEMBL23393,SODIUM LAURYL SULFATE,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],3.0,C12H25NaO4S,288.38
CHEMBL23293,SALIRASIB,CC(C)=CCC/C(C)=C/CC/C(C)=C/CSc1ccccc1C(=O)O,2.0,C22H30O2S,358.55
CHEMBL23261,DARUSENTAN,COc1cc(OC)nc(O[C@H](C(=O)O)C(OC)(c2ccccc2)c2ccccc2)n1,3.0,C22H22N2O6,410.43
CHEMBL690,PRAVASTATIN SODIUM,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21.[Na+],4.0,C23H35NaO7,446.52
CHEMBL23550,LOBUCAVIR,Nc1nc(=O)c2ncn([C@@H]3C[C@H](CO)[C@H]3CO)c2[nH]1,2.0,C11H15N5O3,265.27
CHEMBL283120,AXL-1717,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@@H]23)OCO4)cc(OC)c1OC,2.0,C22H22O8,414.41
CHEMBL25931,ADIBENDAN,CC1(C)C(=O)Nc2cc3[nH]c(-c4ccncc4)nc3cc21,2.0,C16H14N4O,278.31
CHEMBL286259,ACTISOMIDE,CC1=NC(=O)C(CCN(C(C)C)C(C)C)(c2ccccc2)C2CCCCN12,2.0,C23H35N3O,369.55
CHEMBL24072,PRENYLAMINE,CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1,4.0,C24H27N,329.49
CHEMBL25892,FRESELESTAT,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ncc(N)c1=O)C(=O)c1nnc(C(C)(C)C)o1,2.0,C23H28N6O4,452.52
CHEMBL24171,BERGAPTEN,COc1c2ccoc2cc2oc(=O)ccc12,3.0,C12H8O4,216.19
CHEMBL691,ETHINYL ESTRADIOL,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,4.0,C20H24O2,296.41
CHEMBL284348,DALFAMPRIDINE,Nc1ccncc1,4.0,C5H6N2,94.12
CHEMBL140,CURCUMIN,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,3.0,C21H20O6,368.39
CHEMBL692,GLYCERIN,OCC(O)CO,4.0,C3H8O3,92.09
CHEMBL287275,FOSFOSAL,O=C(O)c1ccccc1OP(=O)(O)O,2.0,C7H7O6P,218.10
CHEMBL695,TRIMETHADIONE,CN1C(=O)OC(C)(C)C1=O,4.0,C6H9NO3,143.14
CHEMBL696,ETHOSUXIMIDE,CCC1(C)CC(=O)NC1=O,4.0,C7H11NO2,141.17
CHEMBL697,METHSUXIMIDE,CN1C(=O)CC(C)(c2ccccc2)C1=O,4.0,C12H13NO2,203.24
CHEMBL24646,PIMOBENDAN,COc1ccc(-c2nc3cc(C4=NNC(=O)CC4C)ccc3[nH]2)cc1,2.0,C19H18N4O2,334.38
CHEMBL26505,APROFENE,CCN(CC)CCOC(=O)C(C)(c1ccccc1)c1ccccc1,2.0,C21H27NO2,325.45
CHEMBL698,TETRACAINE,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,4.0,C15H24N2O2,264.37
CHEMBL280527,ATEVIRDINE MESYLATE,CCNc1cccnc1N1CCN(C(=O)c2cc3cc(OC)ccc3[nH]2)CC1,2.0,C21H25N5O2,379.46
CHEMBL281764,TABIMORELIN,CNC(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@@H](Cc1ccc2ccccc2c1)N(C)C(=O)/C=C/CC(C)(C)N,2.0,C32H40N4O3,528.70
CHEMBL284237,DIZOCILPINE,C[C@]12N[C@H](Cc3ccccc31)c1ccccc12,2.0,C16H15N,221.30
CHEMBL24329,TELOXANTRONE,CNCCNc1ccc2c3c(nn2CCNCCO)-c2c(O)ccc(O)c2C(=O)c13,2.0,C21H25N5O4,411.46
CHEMBL24441,BETAHISTINE,CNCCc1ccccn1,4.0,C8H12N2,136.20
CHEMBL699,ETOFYLLINE,Cn1c(=O)c2c(ncn2CCO)n(C)c1=O,2.0,C9H12N4O3,224.22
CHEMBL26291,NITRACRINE,CN(C)CCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12,2.0,C18H20N4O2,324.38
CHEMBL26215,OCTANOL,CCCCCCCCO,2.0,C8H18O,130.23
CHEMBL279260,RAFABEGRON,C[C@H](Cc1c[nH]c2c(OCC(=O)O)cccc12)NC[C@H](O)c1cccc(Cl)c1,2.0,C21H23ClN2O4,402.88
CHEMBL700,SULFAPYRIDINE,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,4.0,C11H11N3O2S,249.30
CHEMBL701,BACLOFEN,NCC(CC(=O)O)c1ccc(Cl)cc1,4.0,C10H12ClNO2,213.66
CHEMBL25263,MIRIDESAP,O=C(O)[C@H]1CCCN1C(=O)CCCCC(=O)N1CCC[C@@H]1C(=O)O,2.0,C16H24N2O6,340.38
CHEMBL702,PIPERACILLIN,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,4.0,C23H27N5O7S,517.56
CHEMBL703,SUXAMETHONIUM,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,4.0,C14H30N2O4+2,290.40
CHEMBL24078,ELLIPTINIUM ACETATE,CC(=O)[O-].Cc1c2cc[n+](C)cc2c(C)c2c1[nH]c1ccc(O)cc12,2.0,C20H20N2O3,336.39
CHEMBL704,MESALAMINE,Nc1ccc(O)c(C(=O)O)c1,4.0,C7H7NO3,153.14
CHEMBL705,ALITRETINOIN,CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1,4.0,C20H28O2,300.44
CHEMBL706,CETYL ALCOHOL,CCCCCCCCCCCCCCCCO,4.0,C16H34O,242.45
CHEMBL24778,SILODOSIN,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,4.0,C25H32F3N3O4,495.54
CHEMBL282468,CHOLINE CHLORIDE,C[N+](C)(C)CCO.[Cl-],3.0,C5H14ClNO,139.63
CHEMBL707,DOXAZOSIN,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,4.0,C23H25N5O5,451.48
CHEMBL279516,INDORAMIN,O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,4.0,C22H25N3O,347.46
CHEMBL279229,URAPIDIL,COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1,3.0,C20H29N5O3,387.48
CHEMBL24828,VANDETANIB,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,4.0,C22H24BrFN4O2,475.36
CHEMBL278819,MINAPRINE,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,4.0,C17H22N4O,298.39
CHEMBL25202,TAMIBAROTENE,CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21,4.0,C22H25NO3,351.45
CHEMBL281872,ZD-4190 FREE BASE,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCn1ccnn1,1.0,C19H16BrFN6O2,459.28
CHEMBL278865,UPIDOSIN,COc1ccccc1N1CCN(CCCNC(=O)c2cccc3c(=O)c(C)c(-c4ccccc4)oc23)CC1,2.0,C31H33N3O4,511.62
CHEMBL708,ZIPRASIDONE,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,4.0,C21H21ClN4OS,412.95
CHEMBL709,ALFUZOSIN,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,4.0,C19H27N5O4,389.46
CHEMBL710,FINASTERIDE,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,4.0,C23H36N2O2,372.55
CHEMBL25028,DIMETHYL SULFONE,CS(C)(=O)=O,1.0,C2H6O2S,94.14
CHEMBL711,PHENINDIONE,O=C1c2ccccc2C(=O)C1c1ccccc1,4.0,C15H10O2,222.24
CHEMBL278519,CLORINDIONE,O=C1c2ccccc2C(=O)C1c1ccc(Cl)cc1,2.0,C15H9ClO2,256.69
CHEMBL24038,RAGAGLITAZAR,CCO[C@@H](Cc1ccc(OCCN2c3ccccc3Oc3ccccc32)cc1)C(=O)O,2.0,C25H25NO5,419.48
CHEMBL712,ANISINDIONE,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,4.0,C16H12O3,252.27
CHEMBL24924,FLUINDIONE,O=C1c2ccccc2C(=O)C1c1ccc(F)cc1,4.0,C15H9FO2,240.23
CHEMBL282686,TESAGLITAZAR,CCO[C@@H](Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(=O)O,3.0,C20H24O7S,408.47
CHEMBL24955,BEXLOSTERIDE,CN1C(=O)CC[C@@H]2c3ccc(Cl)cc3CC[C@H]21,2.0,C14H16ClNO,249.74
CHEMBL713,ENTECAVIR ANHYDROUS,C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(=O)[nH]c(N)nc21,4.0,C12H15N5O3,277.28
CHEMBL141,LAMIVUDINE,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,4.0,C8H11N3O3S,229.26
CHEMBL714,ALBUTEROL,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,4.0,C13H21NO3,239.31
CHEMBL715,OLANZAPINE,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,4.0,C17H20N4S,312.44
CHEMBL716,QUETIAPINE,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,4.0,C21H25N3O2S,383.52
CHEMBL285802,ZOTEPINE,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,2.0,C18H18ClNOS,331.87
CHEMBL28333,MEDAZEPAM,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,4.0,C16H15ClN2,270.76
CHEMBL27926,NAPITANE,c1ccc(C2CCN(CC3CCCc4c3ccc3c4OCO3)C2)cc1,2.0,C22H25NO2,335.45
CHEMBL283639,DISOXARIL,Cc1cc(CCCCCCCOc2ccc(C3=NCCO3)cc2)on1,2.0,C20H26N2O3,342.44
CHEMBL28211,NAFOXIDINE,COc1ccc2c(c1)CCC(c1ccccc1)=C2c1ccc(OCCN2CCCC2)cc1,2.0,C29H31NO2,425.57
CHEMBL717,MEDROXYPROGESTERONE ACETATE,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,4.0,C24H34O4,386.53
CHEMBL27114,SPIROMUSTINE,O=C1NC2(CCCCC2)C(=O)N1CCN(CCCl)CCCl,2.0,C14H23Cl2N3O2,336.26
CHEMBL718,METHYLDOPA (RACEMIC),CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,1.0,C10H13NO4,211.22
CHEMBL25146,AMFENAC,Nc1c(CC(=O)O)cccc1C(=O)c1ccccc1,2.0,C15H13NO3,255.27
CHEMBL27769,STANOLONE,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,2.0,C19H30O2,290.45
CHEMBL28218,BROMPERIDOL,O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,4.0,C21H23BrFNO2,420.32
CHEMBL719,MUPIROCIN,C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O,4.0,C26H44O9,500.63
CHEMBL282567,PROADIFEN,CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1,2.0,C23H31NO2,353.51
CHEMBL27577,SALICYLAMIDE,NC(=O)c1ccccc1O,2.0,C7H7NO2,137.14
CHEMBL720,BENZYL ALCOHOL,OCc1ccccc1,4.0,C7H8O,108.14
CHEMBL28318,PROPYPHENAZONE,Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,4.0,C14H18N2O,230.31
CHEMBL282614,ELTOPRAZINE,c1cc2c(c(N3CCNCC3)c1)OCCO2,2.0,C12H16N2O2,220.27
CHEMBL283656,DAZMEGREL,Cc1c(Cn2ccnc2)c2ccccc2n1CCC(=O)O,2.0,C16H17N3O2,283.33
CHEMBL26479,DIOXADROL,c1ccc(C2(c3ccccc3)OCC(C3CCCCN3)O2)cc1,2.0,C20H23NO2,309.41
CHEMBL26424,TESMILIFENE,CCN(CC)CCOc1ccc(Cc2ccccc2)cc1,2.0,C19H25NO,283.41
CHEMBL27507,ZAMIFENACIN,c1ccc(C(O[C@@H]2CCCN(CCc3ccc4c(c3)OCO4)C2)c2ccccc2)cc1,2.0,C27H29NO3,415.53
CHEMBL27759,ENTINOSTAT,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,3.0,C21H20N4O3,376.42
